Start,End,Open,High,Low,Close,Volume,Market Cap
2025-02-14,2025-02-15,0.5516946664877543,0.6133706719583052,0.544830947785658,0.5823348183122579,210531834.4390244,1312491122.205575
2025-02-13,2025-02-14,0.5621598948671184,0.5739758735444356,0.531609863896464,0.5489806037766937,190897185.58188152,1265833483.1567943
2025-02-12,2025-02-13,0.5427343180170094,0.567160421421042,0.5244610214426602,0.5622581926205407,187632915.73519164,1246451357.4076655
2025-02-11,2025-02-12,0.5511633554132163,0.5791891813397144,0.5351335050361498,0.5419361096465763,242732300.27874565,1280899374.4216027
2025-02-10,2025-02-11,0.5304776411606759,0.5629733187741953,0.49986583569790466,0.5531883600253946,231154669,1235980640.6271777
2025-02-09,2025-02-10,0.5607782044319376,0.5820973714260821,0.5103198765504517,0.5281231854662577,237685887.4250871,1250613860.8919861
2025-02-08,2025-02-09,0.5480965529254863,0.5732927133600568,0.5112611585063978,0.5650058540342595,260799273.85714287,1232661254.2578397
2025-02-07,2025-02-08,0.6113871080814254,0.6274947326336077,0.5422718809741209,0.5531823107349059,284942487.4181185,1359081267.261324
2025-02-06,2025-02-07,0.6017512811537109,0.631199093884873,0.5769425076280906,0.6126079610275249,189065285.84320557,1387791300.9965158
2025-02-05,2025-02-06,0.6115677633717591,0.6424258945532413,0.589570118462165,0.5942286204473146,234706298.90243903,1423647874.2020905
2025-02-04,2025-02-05,0.6701764184977957,0.6768121632921461,0.5989874536121499,0.6155564588366098,332452884.62020904,1451921701.3867595
2025-02-03,2025-02-04,0.6143494169569387,0.6777885440230228,0.5402847299191742,0.6677442360828368,522633204.6968641,1411669711.348432
2025-02-02,2025-02-03,0.6835143927718718,0.7009493223778515,0.605854921406135,0.6195461130515073,210786865.95470384,1543511103.9651568
2025-02-01,2025-02-02,0.7597488738533332,0.7696475168045331,0.6804060810741238,0.6834077354584311,217152263.43554008,1684624462.6864111
2025-01-31,2025-02-01,0.7911245518124403,0.8042184251221287,0.7546254300329708,0.7626270541109212,302278742.09407663,1782213655.6167247
2025-01-30,2025-01-31,0.7996345757210243,0.8469559932559653,0.7943601125466875,0.7953399465290178,494913521.71777004,1868889189.3937283
2025-01-29,2025-01-30,0.7674628316082421,0.8433771917932409,0.7646901744654,0.7949668995524161,1139079798.902439,1851550162.8013937
2025-01-28,2025-01-29,0.724276257289438,0.8739023014164763,0.7083025215567657,0.7820022776939792,708005064.3763067,1736647135.3240418
2025-01-27,2025-01-28,0.698735190417303,0.7439351119778314,0.6426168730223607,0.7291265309296452,419512811.90592337,1621698067.0592334
2025-01-26,2025-01-27,0.7099459083167403,0.7219001883755686,0.6905074409163781,0.6924487371757757,246971657.6968641,1621144717.8013937
2025-01-25,2025-01-26,0.6404660905890611,0.7286262863312178,0.6309297488048263,0.7243276295983109,216834757.7421603,1567555756.857143
2025-01-24,2025-01-25,0.6771948118056698,0.7009213117194572,0.6313186124091201,0.6423604384642226,244377843.97560975,1541507550.4285715
2025-01-23,2025-01-24,0.6840810825350929,0.6954198391558444,0.6599928707439757,0.678075755828177,194469934.2508711,1549803537.1777003
2025-01-22,2025-01-23,0.7086312935002158,0.7124279613825083,0.6811782516251186,0.6843849204571909,223391311.7979094,1565513750.271777
2025-01-21,2025-01-22,0.7276191502381794,0.7281318613351795,0.6760314852395314,0.7032376234171547,330476551.3763066,1573455265.031359
2025-01-20,2025-01-21,0.7297554276831522,0.7866711669224198,0.7186492777979457,0.7279673595614572,463238884.9337979,1678735877.3344948
2025-01-19,2025-01-20,0.7914751349565855,0.816680169360039,0.7242038395589351,0.7391853329497617,339400426.82578397,1729368885.6236935
2025-01-18,2025-01-19,0.8706683428866456,0.9035001841472755,0.7769281252166749,0.7975111011269096,450028934.22648084,1855596302.0348432
2025-01-17,2025-01-18,0.8230725539763097,0.9058022703145417,0.8083038995214696,0.8717926631805816,519048958.9094077,1942405138.261324
2025-01-16,2025-01-17,0.8264550147902994,0.8270251009300156,0.7676211543446365,0.8247506140328986,378349913.5505226,1800734308.7560976
2025-01-15,2025-01-16,0.8408394261720578,0.8431499342736377,0.7968153056724584,0.8308624081584599,329030386.4041812,1845026874.5296168
2025-01-14,2025-01-15,0.817555844343274,0.8704519883325831,0.817555844343274,0.8435490628522152,458941620.554007,1892418442.0452962
2025-01-13,2025-01-14,0.8714915002178458,0.8860871901672172,0.7687679428318182,0.8144066632365424,336607676.1010453,1840236174.0801394
2025-01-12,2025-01-13,0.9177641758554544,0.9181343288266969,0.8674897354313634,0.876210065690211,437338644.77003485,2002749014.9163764
2025-01-11,2025-01-12,0.8783464282002217,0.971196542683252,0.852654093146235,0.9226925625168898,417228401.0174216,2019822649.0069687
2025-01-10,2025-01-11,0.880021840878303,0.9153427355694428,0.8351345744689502,0.876832202269673,630744870.902439,1981736839.6898954
2025-01-09,2025-01-10,0.9078420494703403,0.9428129146924176,0.8231871246647994,0.8783692338066762,562813466.7456446,1976183052.0766551
2025-01-08,2025-01-09,0.9825301529836576,0.9990373699180829,0.8624939446222805,0.9073105938007745,618162211.1045296,2096670193.5993032
2025-01-07,2025-01-08,1.0553607130153781,1.10104433470131,0.9862933032315918,0.9945454816648021,665806859.7317073,2359073206.9477353
2025-01-06,2025-01-07,1.1220932679516809,1.1431442016964923,1.025989983720454,1.048402442404593,1115034466.8496504,2405460696.125874
2025-01-05,2025-01-06,0.9744814700353397,1.153323478581067,0.9723138331534297,1.1150678951839956,818122370.0069686,2404951281.3170733
2025-01-04,2025-01-05,0.9599579234634286,1.0258685081907462,0.9485178605987621,0.9829034263756932,685533605.4355401,2224810042.1324043
2025-01-03,2025-01-04,0.9071023413058477,0.9889759786099808,0.8827140399206022,0.9664540601607412,515739275.0452962,2073506862.0731707
2025-01-02,2025-01-03,0.8603093417825944,0.9249762368287882,0.8436114664169272,0.9049343354526097,541308175.7804878,2006032053.7874565
2025-01-01,2025-01-02,0.8547785553262776,0.8983045883832291,0.8352299057504946,0.8641567400661232,519013816.60278744,1943325883.2682927
2024-12-31,2025-01-01,0.9157654546166658,0.9157654546166658,0.8357898288538883,0.8589747650393695,670913401.2264808,1932598873.3763065
2024-12-30,2024-12-31,0.9709904627511151,0.9709904627511151,0.9121807612904413,0.9203993484032797,666315744.7212543,2121740032.1567943
2024-12-29,2024-12-30,0.9950119830646872,1.0577152080325687,0.9551281287657855,0.96210201574121,784572581.7839721,2242781167.4808364
2024-12-28,2024-12-29,1.1244401556667185,1.1244401556667185,0.971475371119374,1.0037416835802753,1198651523.6236935,2311913893.878049
2024-12-27,2024-12-28,1.103117761614208,1.148315584299749,1.0092815454161237,1.1253747482508711,1502135493.9825785,2398753077.1916375
2024-12-26,2024-12-27,1.1106437432121,1.2115112922534494,1.046926125290212,1.0880103799664487,3110458196.055749,2527793929.6236935
2024-12-25,2024-12-26,0.8981115557144208,1.1998762373771341,0.8980500502412435,1.1134679660859843,2349620911.869718,2408350447.6056337
2024-12-24,2024-12-25,0.8546937127527213,0.9272175691387331,0.8212938613418627,0.9225178842538024,1171168331.9616725,1930927347.5714285
2024-12-23,2024-12-24,0.8215064062564431,0.8954203523866321,0.7264899203658693,0.8716142682821119,1243421980.0557492,1790848605.4285715
2024-12-22,2024-12-23,0.9661695082931196,0.9661695082931196,0.8032210750105524,0.8371417006059814,1465446922.4494774,1966057333.6027875
2024-12-21,2024-12-22,1.0618638371440265,1.1116512546976731,0.9236983528579191,0.9565428386632775,3283804929.773519,2250457878.324042
2024-12-20,2024-12-21,0.768560941771643,1.094972406326151,0.6921558471139881,1.054823144069861,3093655879.428571,1864508602.2299652
2024-12-19,2024-12-20,0.6298261884307798,0.7769838416462561,0.6216303572906788,0.7501335123375853,1573506648.2229965,1613581605.487805
2024-12-18,2024-12-19,0.6294687104695647,0.6928888741837081,0.6197305821353691,0.6229616102376149,790447626.6027875,1454034509.9965158
2024-12-17,2024-12-18,0.6166224051204487,0.6461477898787193,0.601068812228839,0.6294839257753939,524682818.8989547,1400552875.3066201
2024-12-16,2024-12-17,0.6292283514736192,0.6750267562260853,0.5960743537368516,0.6217398863958717,588572722.7804878,1405404201.522648
2024-12-15,2024-12-16,0.6291148547144317,0.6407101031716803,0.598477511468185,0.6332941327918818,527054543.4111498,1397389328.2891986
2024-12-14,2024-12-15,0.6152534622095239,0.6883901986835352,0.6060384859952171,0.6357008199883653,787552936.71777,1432955052.195122
2024-12-13,2024-12-14,0.6449191318099219,0.6453453138190213,0.6030021227690184,0.620168505417509,791653337.1602788,1406734628.379791
2024-12-12,2024-12-13,0.7408146911750125,0.7408146911750125,0.637884944789115,0.6490185236697685,1336319232.4738677,1547328065.7108014
2024-12-11,2024-12-12,0.775151479755628,0.8347007202164425,0.6474471287685559,0.7534936204267125,3490732808.4425087,1571279957.358885
2024-12-10,2024-12-11,0.7411722278905228,1.121860610275883,0.6091730748811816,0.7331082794979495,6177544538.972125,1852141002.1149826
2024-12-09,2024-12-10,0.6773790686497196,0.848278382430864,0.6129879818121534,0.7314066836999635,903548327.1118693,1685875378.3076198
